,district,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor
4419,Bình Tân,4.0,8.0,,,14.0,,,,,,,2.0
4420,,,80.0,4.0,5.0,True,,True,True,,,,3.0
4421,Thủ Đức,3.5,,4.0,,True,True,,,True,,,3.0
4422,Gò Vấp,,45.0,2.0,2.0,True,,,,,,,2.0
4423,Quận Bình Tân,3.95,60.0,2.0,,True,True,True,True,,,,2.0
4424,Q.TB,7.8,71.0,2.0,2.0,,,,,,,,
4425,Quận Bình Thạnh,14999.0,215.0,,,True,,,,,,,
4426,Thủ Đức,18.0,420.0,38.0,,,,True,,True,,,3.0
4427,Quận 7,6.9,79.0,4.0,5.0,True,,,,,True,,3.0
4428,Thủ Đức,5.0,118.0,4.0,3.0,True,,True,True,,,,2.0
4429,Gò Vấp,10.0,91.0,,,True,,,,,,,2.0
4430,Bình Tân,3.95,60.0,2.0,2.0,True,True,True,,,,,2.0
4431,Phường 5,,42.0,3.0,3.0,True,,,,True,,,3.0
4432,Quận 11,8.5,64.0,6.0,4.0,True,,,,,,,4.0
4433,Quận 11,8499000000.0,64.0,6.0,4.0,True,,,,,,True,4.0
4434,Gò Vấp,,48.0,2.0,2.0,,,,True,True,,,2.0
4435,Tân Hoà Đông,5.5,75.0,4.0,3.0,True,,,,,,,3.0
4436,Quận 7,,55.6,2.0,1.0,,,True,True,,True,,
4437,Tân Bình,5.0,60.0,2.0,2.0,True,,,,,,True,3.0
4438,Q1,4620.0,55.0,2.0,2.0,,,,,,,True,2.0
4439,Quận 3,2.9,50.0,2.0,2.0,,,True,True,,,True,2.0
4440,,3.95,,2.0,3.0,True,,,,True,,,4.0
4441,Quận 5,2.95,150.0,2.0,2.0,,,,,,,True,2.0
4442,Gò Vấp,7.0,53.0,,,True,,,,,,,2.0
4443,Bình Thạnh,3.9,100.0,5.0,6.0,True,,True,True,True,,True,4.0
4444,Phú Nhuận,4.0,57.75,2.0,2.0,,,,,,,,2.0
4445,Quận 5,2.2,48.0,2.0,2.0,True,,True,True,,,True,2.0
4446,Thủ Đức,5.2,120.0,4.0,3.0,True,,True,True,,True,,2.0
4447,Bình Tân,5.99,57.0,5.0,,True,False,False,False,False,True,False,4.0
4448,Q10,5.5,124.0,5.0,,,,,,,,,4.0
4449,Tân Bình,4.99,30.0,,,True,True,True,True,,,,3.0
4450,Bình Tân,4.0,47.0,2.0,,True,True,True,True,,True,,2.0
4451,Bình Tân,5000000000.0,85.0,2.0,2.0,True,,True,,,,True,2.0
4452,quận 8,2.68,26.0,2.0,2.0,True,True,True,True,,,True,2.0
4453,Quận 8,2.67,25.0,2.0,2.0,True,True,True,True,,,True,2.0
4454,Quận 10,3.8,83.0,2.0,2.0,True,,,,,,,2.0
4455,Tân Phú,4.0,60.0,2.0,,True,,True,True,,,,2.0
4456,Quận 10,,65.0,3.0,4.0,True,,,,,,True,3.0
4457,Quận 9,10.2,148.0,2.0,2.0,True,,True,,True,,,2.0
4458,Quận 11,5.0,123.0,2.0,2.0,,,,,,,,4.0
4459,quận 10,,96.0,3.0,2.0,,True,True,True,True,,True,3.0
4460,BÌNH THẠNH,3880000000.0,35.0,2.0,3.0,,,,True,,,,3.0
4461,Bình Tân,2.7,38.0,2.0,2.0,True,True,True,,,,,3.0
4462,Quận 10,3.0,64.0,,,,,,,,,True,2.0
4463,Quận 7,3000000000.0,40.0,2.0,2.0,True,,True,True,,,,2.0
4464,Gò Vấp,7.5,68.0,,,True,,True,True,,,,2.0
4465,Bình Tân,70.0,56.0,2.0,,,,,True,,,,2.0
4466,Thủ Đức,5.6,50.0,3.0,4.0,True,,,,,,,3.0
4467,Gò Vấp,8.8,64.0,5.0,,True,,,True,,,,5.0
4468,BÌnh Tân,4.35,55.0,4.0,5.0,True,,True,True,,,,4.0
4469,Q11,5.2,104.0,2.0,3.0,,,,,,,,5.0
4470,Huyện,650000000.0,103.0,3.0,1.0,,,,,,,True,4.0
4471,Tân Phú,4.0,48.0,3.0,,True,,,,,,,3.0
4472,Linh Xuân,3.2,94.0,,,True,,,,,,True,
4473,,5.5,,2.0,2.0,,,True,True,,,True,2.0
4474,Bình Tân,3.0,45.0,2.0,1.0,True,True,True,True,,,,2.0
4475,Quận 11,4.6,48.0,4.0,4.0,True,,,,,,True,4.0
4476,Tân Phú,4.0,44.0,2.0,,,,True,,True,,True,3.0
4477,Gò Vấp,7.9,115.0,,,True,,,,,,,
4478,Tân Phú,3.0,40.0,2.0,2.0,,,True,,,,,2.0
4479,Gò Vấp,7.6,52.0,4.0,5.0,True,,True,True,,,,4.0
4480,Q.6,6.0,150.0,4.0,5.0,,,,,,,,3.0
4481,Gò Vấp,,48.0,4.0,3.0,True,True,True,True,,True,,3.0
4482,Gò Vấp,,48.0,4.0,3.0,,True,True,True,,True,True,3.0
4483,Q.6,4.1,45.0,2.0,1.0,True,,,,,,,1.0
4484,Q.11,4.45,55.0,2.0,2.0,True,,,,,,,2.0
4485,Q.11,5.6,48.0,3.0,2.0,,,True,,,True,,2.0
4486,Thủ Đức,3.8,73.5,3.0,,,True,True,,,,True,2.0
4487,Tân Bình,3.98,31.0,2.0,2.0,True,,,,,,,2.0
4488,Thủ Đức,6.2,52.0,4.0,4.0,,,True,True,,,,3.0
4489,Q. Tân Bình,3.2,48.0,,,True,,,,,,,2.0
4490,Quận Tân Phú,29.0,6.1,,,True,,True,True,,,,2.0
4491,Hóc Môn,850000000.0,65.0,3.0,3.0,True,True,True,,,True,True,3.0
4492,,6.4,78.0,2.0,1.0,True,True,True,True,True,True,True,2.0
4493,,6.4,78.0,2.0,1.0,True,True,True,True,True,True,True,2.0
4494,Quận Tân Phú,8.5,70.0,4.0,4.0,True,,True,True,,,,3.0
4495,Quận Bình Tân,5.1,44.0,,,,,True,True,,,,3.0
4496,Quận Bình Tân,5.1,44.0,,,True,,,True,,,,3.0
4497,Q. Bình Tân,3.0,30.0,,,True,True,True,True,,,,1.0
4498,Quận Bình Tân,5.5,60.0,4.0,4.0,,True,True,True,,,,3.0
4499,,,,,,,,,,,,,
4500,Quận 1,18.0,125.0,14.0,,,,,,,,,3.0
4501,Quận 4,5000000000.0,,5.0,,,,,,,,,5.0
4502,Bình Thạnh,18.9,92.0,8.0,8.0,,,,,,True,True,5.0
4503,Thủ Đức,6.3,78.0,2.0,1.0,True,,,,,,,2.0
4504,Quận Tân Phú,60.0,,4.0,4.0,True,,,,,,,3.0
4505,Quận 9,4.9,54.0,4.0,3.0,,,,,True,True,True,3.0
4506,Q10,9.5,42.0,,,,,,,,,True,3.0
4507,Q3,14.7,53.0,,,,,,,,,,6.0
4508,,5.7,,4.0,,True,,True,,True,,,4.0
4509,Quận Tân Bình,,105.9,2.0,,True,,,,,,True,2.0
4510,Quận 7,,80.0,4.0,5.0,True,,True,True,,,,3.0
4511,Tân Phú,4.2,70.0,,,,,,,True,,,3.0
4512,Bình Tân,5.4,87.0,2.0,,True,True,True,,,True,,2.0
4513,Q11,5.3,51.0,2.0,2.0,True,,,,,,,2.0
4514,Thủ Đức,4.75,80.0,2.0,,True,,True,True,,,,
4515,,15.8,77.75,3.0,3.0,,,,,,,,3.0
4516,Thủ Đức,6.3,60.0,3.0,3.0,True,,True,True,,,,2.0
4517,Bình Tân,4.8,87.0,3.0,,,,,,,,,3.0
4518,Tân Bình,5.5,65.0,2.0,3.0,,,,,,,,2.0
4519,Quận 3,6.3,45.6,3.0,,,,,,,True,,2.0
4520,Quận 3,6.3,45.6,3.0,,,,,,,,,2.0
4521,Linh Đông,11.0,153.2,4.0,4.0,True,,,,,,,3.0
4522,Gò Vấp,,48.0,4.0,5.0,True,True,True,True,True,True,,4.0
4523,Quận 7,7.7,80.0,4.0,5.0,,,,,,,,3.0
4524,Quận 7,7.7,80.0,4.0,5.0,,,,,,,,3.0
4525,Quận Gò Vấp,,,4.0,4.0,True,,,True,True,,,4.0
4526,Quận Gò Vấp,4.0,45.0,,,,,,,,,,4.0
4527,Q.11,4.5,57.0,3.0,,True,,,,,,,3.0
4528,Quận 3,9.8,55.0,3.0,,True,,True,,,,True,5.0
4529,Quận 3,9.8,56.0,3.0,,True,,,,,,True,5.0
4530,Gò Vấp,7.5,58.0,3.0,4.0,True,,True,True,,,,3.0
4531,Q.11,6.4,38.5,,,True,,,,,,,2.0
4532,Gò Vấp,1550000000.0,22.0,,,,,True,,,,,
4533,Gò Vấp,6.0,60.0,3.0,,,True,True,True,,,,2.0
4534,quận 12,1850000000.0,78.0,,,,True,True,,,,True,4.0
4535,Q7,7.35,64.0,3.0,4.0,True,,,,,,,3.0
4536,Thủ Đức,6.3,77.0,2.0,1.0,True,,,,,,,2.0
4537,Thủ Đức,6.3,77.0,2.0,1.0,True,,,,,,,2.0
4538,Thủ Đức,6.3,60.0,3.0,3.0,True,,True,True,,,,2.0
4539,Huyện,650000000.0,90.0,2.0,1.0,True,True,True,True,,True,True,1.0
4540,Phú Nhuận,7.9,39.0,4.0,3.0,True,,,,,,,5.0
4541,Phú Nhuận,5.6,36.0,4.0,3.0,,,,,,,,3.0
4542,Bình Thạnh,5.1,40.0,2.0,2.0,True,,,,,,,2.0
4543,Bình Thạnh,4.3,44.0,2.0,2.0,,,,,,,,2.0
4544,Thủ Đức,9.0,121.0,,,True,,,,,,True,
4545,,2.9,,1.0,,True,True,True,True,,True,,2.0
4546,Quận 11,5.8,64.0,3.0,,,,,,,,,2.0
4547,Tân Phú,2.2,32.0,2.0,3.0,True,True,True,True,True,,,3.0
4548,Thủ Đức,9.5,116.0,18.0,1.0,True,,True,,True,,,4.0
4549,Quận Bình Tân,42.0,288.0,,,True,,True,True,,,,5.0
4550,Q. Bình Tân,42.0,288.0,,,True,,True,True,,,,5.0
4551,Q. Bình Tân,26.0,196.0,,,True,,True,True,,,,5.0
4552,Quận Bình Tân,25.0,252.0,,,,,,True,,,,4.0
4553,Quận 11,2.2,17.0,,,,,,,,,True,2.0
4554,Q. Bình Tân,26.5,200.0,,,True,,True,True,,,,4.0
4555,Quận 2,18.0,80.0,6.0,6.0,True,,,,,,,4.0
4556,Quận 6,35.0,379.5,,,,,True,True,,,,4.0
4557,Quận Bình Tân,5.4,56.0,4.0,4.0,True,True,True,True,,,,3.0
4558,,6.6,60.0,,,,,True,True,,,,3.0
4559,Tân Phú,6.1,90.0,4.0,5.0,,,True,,True,,,3.0
4560,Quận Tân Phú,5100000000.0,81.0,2.0,,,,,,True,,,2.0
4561,Bình Thạnh,5.5,40.0,4.0,,,,,,True,,True,4.0
4562,Bình Tân,4.0,61.0,3.0,4.0,True,,,,,,True,3.0
4563,Q11,2.8,22.0,2.0,,True,,,,,True,True,2.0
4564,Bình Thạnh,4.4,38.0,3.0,,True,,True,,True,,True,3.0
4565,Bình Thạnh,8.0,80.0,4.0,4.0,True,,,,,,True,3.0
4566,,,,,,,,,,,,,
4567,Hóc Môn,400000000.0,100.0,3.0,3.0,True,True,,True,,,True,2.0
4568,Bình Thạnh,5.7,3.2,2.0,2.0,,,,,,,,2.0
4569,Bình Thạnh,5.5,44.0,3.0,2.0,True,,,,,,,3.0
4570,Quận 3,,50.0,5.0,,True,,,,,,,5.0
4571,,,,,,,,,,,,,
4572,Bình Thạnh,4.4,38.0,2.0,2.0,,,,,,,True,3.0
4573,,3.9,,2.0,,True,,,True,,True,,2.0
4574,,3.9,,2.0,,True,,,True,,True,,2.0
4575,Gò Vấp,12.7,51.0,4.0,,,,,,,,,6.0
4576,Gò Vấp,7.4,47.2,4.0,5.0,True,,,,,,,5.0
4577,Q. Bình Tân,7.5,76.0,,,True,,,True,,,,3.0
4578,Q. Bình Tân,5.6,85.0,,,True,True,True,True,,,,2.0
4579,Quận Bình Tân,3.57,43.75,,,True,True,True,True,,,,2.0
4580,Q. Bình Tân,4.65,40.0,,,True,,True,True,,,,3.0
4581,Bình Tân,4.8,60.0,3.0,4.0,True,,,,,,True,5.0
4582,Quận Bình Tân,5.1,48.0,4.0,4.0,True,,True,True,,,,3.0
4583,Bình Tân,5.0,52.0,4.0,,True,True,True,,,,,4.0
4584,Bình Tân,2.2,,2.0,3.0,,,True,True,,,,3.0
4585,Bình Tân,4.5,56.0,2.0,,,,,True,,,True,2.0
4586,quận 10,7.6,80.0,2.0,2.0,True,True,True,True,,,,2.0
4587,Gò Vấp,9.8,52.0,4.0,5.0,True,,,,,,,6.0
4588,Gò Vấp,8.0,105.0,5.0,,True,,,,,,,2.0
4589,Tân Bình,5.0,48.0,3.0,3.0,,,,,,True,True,3.0
4590,Thủ Đức,4.0,56.0,2.0,2.0,True,,,,,True,,2.0
4591,Q. Bình Tân,3.45,36.0,,,,,,,,,,2.0
4592,Q. Bình Tân,5.5,49.5,,,,,,,,,,2.0
4593,Thủ Đức,4.9,106.0,3.0,2.0,True,,True,True,True,,True,2.0
4594,Q. Bình Tân,3.5,4.5,,,True,,True,True,,,,2.0
4595,Q. Bình Tân,5.9,50.0,4.0,4.0,True,,True,True,,,,3.0
4596,Bình Thạnh,3880000000.0,35.0,2.0,3.0,,,,True,,,,3.0
4597,Huyện,2.0,65.0,3.0,3.0,True,,True,True,,,,2.0
4598,Quận Tân Phú,3.2,43.2,,,True,,True,True,,,True,
4599,Quận 11,2.5,20.0,,,True,,,,,,,2.0
4600,Tân Phú,4.1,30.0,2.0,,,,,,,,,3.0
4601,P3 TB,4.9,3.65,2.0,2.0,True,,True,True,,,True,3.0
4602,Bình Tân,3.0,32.0,1.0,2.0,True,,,,,,,2.0
4603,Phú Nhuận,3.25,122.6,4.0,3.0,,,,,,,,3.0
4604,Quận 11,2.95,33.0,,2.0,True,,,,,,,2.0
4605,Q11,4.0,53.0,1.0,1.0,True,,True,True,,,,2.0
4606,Quận 12,5.2,72.0,3.0,3.0,True,,,,,True,,3.0
4607,Q11,2.0,26.0,2.0,2.0,True,,True,True,,,True,2.0
4608,Quận 8,,40.0,3.0,2.0,,True,True,,,,,3.0
4609,,5.5,,2.0,,True,,,True,,,,2.0
4610,Gò Vấp,5.0,60.0,3.0,2.0,True,,,,,,,
4611,Bình Thạnh,3.5,35.0,2.0,,,,,,,,,2.0
4612,Bình Thạnh,3.9,100.0,5.0,6.0,True,,True,True,True,,True,4.0
4613,Phú Nhuận,3.6,132.9,6.0,4.0,True,,,,,,True,4.0
4614,Gò Vấp,,42.0,3.0,1.0,,,,,,,,2.0
4615,,,,,,,,,,,,,
4616,,,,,,,,,,,,,
4617,Bình Tân,2.0,,2.0,2.0,,,True,,,,True,2.0
4618,,4.0,60.0,2.0,2.0,True,,,True,,,,2.0
4619,THủ Đức,2.15,,1.0,,True,,,,,,,2.0
4620,Huyện,0.6,70.0,1.0,1.0,True,True,,True,,,True,
4621,Bình Tân,5.0,41.0,3.0,2.0,True,True,True,True,,,,2.0
4622,Tân Bình,8.0,66.0,,,True,,,,,,True,5.0
4623,Bình Tân,4.0,100.0,3.0,2.0,True,,,True,,,,2.0
4624,Gò Vấp,8.8,47.0,4.0,,True,,,,,,,4.0
4625,Quận 3,,,2.0,1.0,,,,,,,,2.0
4626,Quận 9,6.5,88.6,,,,,,,,,True,3.0
4627,Quận 12,3.8,60.0,2.0,2.0,True,,,,,,True,2.0
4628,,2.85,,2.0,,True,,True,True,,,,3.0
4629,Quận 12,5.2,72.0,2.0,2.0,True,,,,,,True,2.0
4630,,6.0,,2.0,2.0,,,,,,True,,2.0
4631,Quận 12,4.7,64.0,3.0,3.0,,,,,,,True,2.0
4632,Quận 12,3.8,60.0,2.0,2.0,True,,,,,,True,2.0
4633,Q11,4.0,65.0,,,True,,,,,,,
4634,Tân Phú,4.0,38.0,2.0,2.0,True,,,,,,True,2.0
4635,Huyện Hóc Môn,1.45,53.2,2.0,2.0,True,True,True,,,True,,2.0
4636,Quận Bình Tân,3.75,60.0,2.0,2.0,True,True,True,,,True,,2.0
4637,Bình Tân,5.0,60.0,4.0,5.0,True,,,True,,True,,5.0
4638,Bình Thạnh,4.0,26.0,2.0,2.0,,,,,,,True,2.0
4639,Quận 9,4.9,55.0,4.0,3.0,True,,,,,,True,3.0
4640,Gò Vấp,,,3.0,3.0,,,,,,,,3.0
4641,Gò Vấp,,43.0,3.0,3.0,,,,True,,,,3.0
4642,Thủ Đức,3.0,50.0,2.0,2.0,,,,,,,,2.0
4643,Tân Phú,7.5,62.0,4.0,4.0,,True,True,,,True,,4.0
4644,,4.95,,3.0,2.0,True,,,,,True,,2.0
4645,,12300000000.0,76.0,5.0,,True,,,,,,True,6.0
4646,,3.19,46.0,2.0,2.0,,,,,,,,2.0
4647,Gò Vấp,2.0,26.7,2.0,2.0,,,,,,,True,
4648,Phú Nhuận,4.5,50.0,3.0,2.0,True,,True,True,,,,2.0
4649,Gò Vấp,8.4,63.0,4.0,5.0,True,,,,,,,4.0
4650,Thủ Đức,4.0,80.0,,,,,,,,,True,3.0
4651,Thủ Đức,4.0,80.0,,,,,,,,,True,3.0
4652,Bình Tân,6.1,80.0,4.0,5.0,True,,True,,True,True,True,4.0
4653,Gò Vấp,2.46,21.0,2.0,,,,,True,,,,2.0
4654,Bình Tân,6.0,76.0,6.0,5.0,True,True,True,,,,,4.0
4655,Q. Bình Tân,5.5,48.0,,,,,True,True,,,,2.0
4656,Q. Bình Tân,5.5,48.0,,,,,True,True,,,,2.0
4657,Bình Tân,4.0,60.0,3.0,4.0,True,,,,,,True,5.0
4658,Thủ Đức,6.8,78.0,2.0,2.0,True,True,True,,True,True,True,2.0
4659,Thủ Đức,4.2,98.2,,,True,True,True,,,,,
4660,Phú Nhuận,,64.0,,,,,,,,,,4.0
4661,TÂY THẠNH,3800000000.0,47.0,2.0,,,,,,,,,2.0
4662,Phú Nhuận,,64.0,,,,,,,,,,4.0
4663,Thủ Đức,4.7,50.0,2.0,2.0,,,,,,,,2.0
4664,Bình Thạnh,6.7,44.0,3.0,4.0,,,,,,True,,2.0
4665,,,,,,,,,,,,,
4666,Thủ Đức,6.9,77.0,2.0,,True,True,True,True,True,,True,2.0
4667,,8.2,73.2,7.0,7.0,True,,True,True,,,,4.0
4668,Thủ Đức,6.6,133.0,2.0,1.0,True,,True,,,,,
4669,,4.0,,2.0,2.0,,,,,,,,3.0
4670,,4.9,,3.0,2.0,,,,,,,,2.0
4671,Q3,20.0,39.0,,,,,,,,,,5.0
4672,Thủ Đức,5.75,50.0,3.0,4.0,True,,,,,,,3.0
4673,,,,,,,,,,,,,
4674,,4.75,,2.0,2.0,,,,,,,,2.0
4675,Quận Phú Nhuận,4000000000.0,37.2,1.0,2.0,,,,,,,,2.0
4676,Gò Vấp,4.8,61.0,3.0,2.0,,,,,,,,2.0
4677,Bình Tân,4.0,60.0,,,True,,,True,,,True,
4678,Gò Vấp,,49.0,2.0,2.0,,,,,,,,2.0
4679,Tân Phú,4.1,,2.0,2.0,,,,True,,True,,
4680,Quận 12,10.0,98.0,2.0,1.0,,,True,,,,True,
4681,,2.0,40.0,2.0,,True,,,,,,,2.0
4682,Bình Thạnh,6.1,5.0,8.0,8.0,,,,,,,,5.0
4683,Bình Thạnh,2.5,32.0,2.0,2.0,,,,,,,,
4684,Q11,24.6,120.0,,,,,,,,True,,5.0
4685,,8.5,,5.0,5.0,,,True,True,,,,3.0
4686,Tân Phú,4.0,34.0,2.0,3.0,True,,,,,,,4.0
4687,Bình Thạnh,,20.0,2.0,3.0,,,,,,,,3.0
4688,Thủ Đức,13.6,207.0,2.0,2.0,True,,,,,,,
4689,Gò Vấp,12.5,66.0,4.0,6.0,True,,,,,,,5.0
4690,Tân Bình,14.5,,16.0,,True,,,,,,,6.0
4691,Tân Bình,6000000000.0,94.0,3.0,2.0,True,,True,,,,,2.0
4692,Bình Tân,2.0,,3.0,2.0,,,True,,,,True,2.0
4693,Bình Tân,4.0,43.0,4.0,3.0,,,,True,,,True,5.0
4694,Bình Tân,4.5,64.0,2.0,,True,,,,,,,3.0
4695,Gò Vấp,5.2,80.0,,,True,,True,,,True,,
4696,Gò Vấp,8.99,51.0,4.0,6.0,True,,,,,,,5.0
4697,Thủ Đức,18.0,525.0,,,True,,,,True,True,,
4698,Q9,2.4,43.0,2.0,1.0,True,,,,,,True,
4699,Linh Xuân,9.0,130.0,2.0,3.0,True,True,True,True,,,,2.0
4700,Tân Phú,5.0,49.0,4.0,3.0,,,True,True,,,,4.0
4701,Bình Tân,4.5,64.0,2.0,2.0,True,,,,,,,3.0
4702,Thủ Đức,2.4,30.0,2.0,1.0,True,,,True,True,,True,2.0
4703,Gò Vấp,,64.0,4.0,5.0,True,,,,,,,4.0
4704,Gò Vấp,9.8,77.0,4.0,5.0,,,,,,,True,4.0
4705,GÒ VẤP,3.0,,2.0,2.0,,,True,,,True,True,2.0
4706,Quận 12,7.9,10.0,7.0,6.0,True,,,,,,,3.0
4707,Quận Bình Thạnh,8.9,50.4,3.0,2.0,True,,,,,,,3.0
4708,,2.7,,,,True,,True,True,,,True,4.0
4709,Tân Bình,5.5,56.0,4.0,3.0,,,,,,,,3.0
4710,Gò Vấp,,36.0,4.0,4.0,,,,,,,,
4711,Quận 10,5.3,46.0,2.0,3.0,,,True,,,,,2.0
4712,Huyện,2.0,100.0,,,,True,True,,,,True,2.0
4713,BÌNH THẠNH,4.8,4.7,2.0,2.0,True,,,,,,,2.0
4714,Gò Vấp,,45.0,2.0,2.0,,,,,,,,2.0
4715,Gò Vấp,4.35,35.0,2.0,2.0,True,True,,,,,True,2.0
4716,Gò Vấp,4.98,42.0,2.0,2.0,,,,,,,,2.0
4717,Gò Vấp,4.98,42.0,2.0,2.0,False,False,False,False,False,False,False,2.0
4718,,3.0,54.0,2.0,1.0,,,True,,,,,2.0
4719,Quận 3,3.35,34.0,,,True,True,True,True,True,,True,
4720,TP Thủ Đức,23.0,230.6,,,True,True,True,True,True,,,5.0
4721,Quận 3,3.3,27.0,4.0,3.0,True,,True,,,,,4.0
4722,Bình Tân,4000000000.0,43.0,3.0,,True,True,True,True,,,,2.0
4723,Gò Vấp,6.5,47.0,4.0,3.0,,,,,,,,4.0
4724,Bình Thạnh,5.9,40.0,5.0,5.0,True,,,,,,,5.0
4725,,,,,,,,,,,,,
4726,Gò Vấp,,43.0,3.0,2.0,,,,,,,,
4727,Bình Thạnh,4.19,38.0,2.0,2.0,,,,,,,,2.0
4728,,10.0,50.0,5.0,,True,,,,,,True,4.0
4729,Tân Phú,3.6,,3.0,2.0,,,,True,,,,3.0
4730,Gò Vấp,,52.0,3.0,2.0,,,,,True,,,2.0
4731,Gò Vấp,,25.0,2.0,2.0,True,,,,,,,2.0
4732,Gò Vấp,,64.0,4.0,,,,,,,,,4.0
4733,Gò Vấp,,45.0,3.0,3.0,True,,,True,True,,,3.0
4734,Bình Tân,1000000000.0,,3.0,,,,,,,,,4.0
4735,Tân Phú,4.0,58.0,2.0,2.0,True,,,,,,,
4736,Quận 10,,35.0,,,,,,,,,True,2.0
4737,Bình Thạnh,4.4,72.0,2.0,1.0,,,,,,,,
4738,Quận 10,9.0,50.0,6.0,,True,,,,,,,5.0
4739,,2.0,15.0,2.0,2.0,True,,,,,,,2.0
4740,Tân Bình,6.0,54.0,,,,,,,,,,2.0
4741,Tân Bình,6.0,54.0,,,,,,,,,,2.0
4742,Hóc Môn,550000000.0,40.0,2.0,3.0,True,,,,,,True,2.0
4743,Quận 2,5.0,78.0,2.0,2.0,,,,,,,,
4744,Gò Vấp,2.4,20.0,2.0,2.0,,,True,,,,,2.0
4745,Gò Vấp,8.5,62.0,4.0,,,,,,,,,4.0
4746,Bình Tân,4.0,49.0,3.0,,True,,,,,,,3.0
4747,Quận 3,5.5,41.0,3.0,3.0,True,,,,,,True,3.0
4748,Tân Phú,4.0,40.0,3.0,3.0,,,,,,,,4.0
4749,Quận 3,5500000000.0,41.0,3.0,3.0,True,,,,,,True,3.0
4750,Quận Tân Phú,19.0,190.0,,,,,,,,,,1.0
4751,GÒ VẤP,10.5,75.0,,,True,,,,,,,
4752,,3.0,44.0,2.0,2.0,,,,,,,,2.0
4753,,5.5,,3.0,3.0,True,,,,,,True,3.0
4754,,5.5,,3.0,3.0,,,,,,,True,3.0
4755,Q9,2.6,43.0,2.0,2.0,True,,,,,,,
4756,Gò Vấp,2100000000.0,22.0,2.0,2.0,,,,,,,True,2.0
4757,,6.0,28.0,3.0,3.0,,,,,,,,3.0
4758,,4.0,33.0,2.0,2.0,True,,,,,,,2.0
4759,,4.0,33.0,2.0,2.0,True,,,,,,,2.0
4760,Phú Nhuận,11.3,5.5,2.0,3.0,True,,,,,,,1.0
4761,Bình Thạnh,6.5,52.0,5.0,5.0,True,,,,,,,3.0
4762,,5.2,40.0,2.0,2.0,True,,,,,,True,2.0
4763,Quận 2,3.0,65.0,,,True,,,,,,True,4.0
4764,Gò Vấp,,44.0,2.0,2.0,,,,True,,,,2.0
4765,Quận 2,2.6,36.0,,,,,,,,,,
4766,Tân Bình,5.0,98.0,,,,,True,True,,,True,
4767,Quận 3,70.0,108.0,,,True,,,,,True,True,3.0
4768,Gò Vấp,,,3.0,5.0,True,,,,,,True,4.0
4769,,4.0,60.0,3.0,3.0,True,,,,,,True,4.0
4770,Tân Phú,4.0,55.0,2.0,2.0,True,,,,,,,2.0
4771,Quận 2,110000000.0,257.0,,,,,,,,,True,7.0
4772,Quận Tân Bình,12.0,120.0,7.0,7.0,True,,,,,,,5.0
4773,Quận Tân Bình,12.0,120.0,7.0,7.0,True,,,,,,,5.0
4774,Bình Tân,2.0,,2.0,3.0,,,,True,,,,4.0
4775,Quận Tân Phú,800000000.0,60.0,,,True,True,,True,,,True,2.0
4776,Thủ Đức,8.3,75.0,5.0,,True,,,,,,,4.0
4777,Quận 1,15.0,72.0,4.0,5.0,True,,,,,,True,4.0
4778,Quận 3,2.7,18.0,2.0,2.0,,,,,,,,3.0
4779,Gò Vấp,3.6,36.0,4.0,3.0,,,,True,,,,3.0
4780,,,42.0,3.0,3.0,,,,,,,,
4781,,9.9,62.0,,,,,,,,,,3.0
4782,Gò Vấp,,4.0,3.0,2.0,True,,,,True,,,2.0
4783,Thủ Đức,3.1,40.0,2.0,2.0,,,,,,,,2.0
4784,Tân Bình,2.5,4.2,1.0,2.0,True,,True,,True,,,2.0
4785,,5.8,,2.0,2.0,True,,,True,,,,2.0
4786,Tân Bình,7.5,64.0,4.0,4.0,,,,,,,True,
4787,Tân Bình,7.5,64.0,4.0,4.0,,,,,,,True,
4788,Quận 9,9000000000.0,156.12,8.0,,,,True,True,,True,True,
4789,,,,,,,,,,,,,
4790,Bình Tân,4.8,100.0,3.0,,True,,,,,,,3.0
4791,Quận 8,4.0,43.0,,,,,True,True,,,True,3.0
4792,Tân Phú,3.2,,3.0,2.0,True,,True,True,,True,,2.0
4793,Thủ Đức,3.05,40.0,2.0,2.0,,,True,True,,,,2.0
4794,Phú Nhận,3.0,39.0,,2.0,,True,True,True,,,,3.0
4795,,2.98,46.0,2.0,2.0,,,,,,,True,2.0
4796,Thủ Đức,4.8,97.0,4.0,,,,,,,,,2.0
4797,Thủ Đức,2.4,36.0,2.0,2.0,True,,,,,,,2.0
4798,Bình Tân,4.0,87.0,3.0,,True,,,,,,,3.0
4799,,4.0,23.0,2.0,2.0,,,,,,,,2.0
4800,Tân Bình,7.5,,4.0,4.0,True,,,,,True,,3.0
4801,Bình Thạnh,7.9,26.0,4.0,4.0,True,,True,,True,,,4.0
4802,Quận 6,24.0,189.0,,,True,,,,,,True,
4803,Quận Bình Thạnh,4.95,40.0,3.0,2.0,,True,,,,,,2.0
4804,Tân Bình,3.2,,,,,,,,,,True,4.0
4805,Quận Bình Thạnh,4.1,38.0,2.0,3.0,,,True,,,,,3.0
4806,,4.25,56.0,2.0,2.0,,,,,,,True,2.0
4807,Quận 10,5.0,40.0,4.0,,True,True,True,True,,,True,4.0
